# Wavelength (um), band width (um), Rp/Rs, Rp/R* error
@wfc3_g141
1.1750, 0.0500, 0.11452, 0.00040
1.2250, 0.0500, 0.11431, 0.00038
1.2750, 0.0500, 0.11447, 0.00038
1.3250, 0.0500, 0.11552, 0.00038
1.3750, 0.0500, 0.11569, 0.00038
1.4250, 0.0500, 0.11594, 0.00039
1.4750, 0.0500, 0.11488, 0.00040
1.5250, 0.0500, 0.11547, 0.00040
1.5750, 0.0500, 0.11609, 0.00043
1.6250, 0.0500, 0.11539, 0.00045
@irac
3.60, 1.000, 0.11506, 0.00143
4.50, 1.000, 0.11642, 0.00113
